Keyphrase,Score_Charcot,Score_Autres,Score_Moyen,Renvoie_a,Dans_Reference,Sources_Charcot,Sources_Autres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parésie avec atrophie,0.749,0.769,0.759,,,CL_000001_002_texte.txt, CN_000061_003_texte.txt, CN_000062_004_texte.txt,CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hémiplégie d' origine,0.772,0.746,0.759,,,CN_000048_020_texte.txt, CN_000049_021_texte.txt, CN_000065_007_texte.txt,CS_000010_010_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ramifications collatérales,0.746,0.772,0.759,,,CN_000063_005_texte.txt,CO_000088_006_texte.txt, CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hystérie avec aliénation,0.766,0.752,0.759,,,CN_000032_004_texte.txt,CO_000093_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bureau d' admission,0.749,0.769,0.759,,,CN_000044_016_texte.txt, CN_000067_009_texte.txt,CY_000099_005_texte.txt, CY_000102_008_texte.txt, CY_000107_013_texte.txt, CY_000114_020_texte.txt, CY_000115_021_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégénérations ascendantes,0.717,0.799,0.758,,,CN_000052_024_texte.txt,CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symptômes d' épilepsie,0.779,0.738,0.758,,,CL_000001_002_texte.txt,CS_000027_027_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observations d' acromégalie,0.748,0.768,0.758,,,CN_000069_011_texte.txt,CS_000026_026_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilatation des pupilles,0.757,0.758,0.758,,,CN_000043_015_texte.txt, CN_000049_021_texte.txt, CN_000054_026_texte.txt, CN_000067_009_texte.txt,CO_000089_007_texte.txt, CS_000006_006_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manifestations paralytiques,0.767,0.748,0.758,,,CN_000035_007_texte.txt,CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changement d' innervation,0.729,0.786,0.758,,,CN_000068_010_texte.txt,CS_000006_006_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accès d' oppression,0.799,0.717,0.758,,,CN_000044_016_texte.txt,CS_000012_012_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phénomènes d' ataxie,0.757,0.759,0.758,,,CN_000033_005_texte.txt, CN_000046_018_texte.txt, CN_000069_011_texte.txt,CS_000024_024_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bourdonnements d' oreille,0.747,0.769,0.758,,,CN_000041_013_texte.txt, CN_000060_002_texte.txt, CN_000074_016_texte.txt,CS_000003_003_texte.txt, CS_000009_009_texte.txt, CS_000013_013_texte.txt, CS_000026_026_texte.txt, CY_000102_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
influence des altérations,0.76,0.756,0.758,,,CN_000049_021_texte.txt,CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégénérescence complète,0.752,0.763,0.758,,,CN_000054_026_texte.txt,CO_000089_007_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observations d' hémiplégie,0.751,0.765,0.758,,,CN_000048_020_texte.txt, CN_000057_029_texte.txt, CN_000064_006_texte.txt, CN_000066_008_texte.txt,CS_000025_025_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupart des asiles,0.755,0.76,0.758,,,CN_000056_028_texte.txt, CN_000059_001_texte.txt, CN_000068_010_texte.txt, CN_000076_018_texte.txt,CY_000099_005_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absence de convulsions,0.736,0.778,0.757,,,CN_000059_001_texte.txt, CN_000076_018_texte.txt,CY_000099_005_texte.txt, CY_000107_013_texte.txt, CY_000110_016_texte.txt, CY_000115_021_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' autopsie,0.772,0.741,0.757,,,CN_000032_004_texte.txt, CN_000040_012_texte.txt,CS_000015_015_texte.txt, CS_000024_024_texte.txt, CY_000101_007_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jours d' intervalle,0.761,0.754,0.757,,,CN_000076_018_texte.txt,CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tentative d' empoisonnement,0.725,0.789,0.757,,,CN_000029_001_texte.txt,CS_000009_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altérations diffuses,0.761,0.752,0.757,,,CN_000064_006_texte.txt, CN_000073_015_texte.txt, CN_000074_016_texte.txt,CS_000010_010_texte.txt, CS_000021_021_texte.txt, CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hémianesthésie d' origine,0.755,0.759,0.757,,,CN_000032_004_texte.txt, CN_000053_025_texte.txt,CO_000093_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ostéite raréfiante,0.758,0.756,0.757,,,CN_000078_020_texte.txt,CS_000001_001_texte.txt, CS_000022_022_texte.txt, CS_000025_025_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absence d' hallucinations,0.739,0.774,0.757,,,CN_000037_009_texte.txt, CN_000053_025_texte.txt, CN_000056_028_texte.txt, CN_000063_005_texte.txt, CN_000078_020_texte.txt,CS_000024_024_texte.txt, CS_000025_025_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scoliose à convexité,0.723,0.791,0.757,,,CN_000054_026_texte.txt,CS_000005_005_texte.txt, CS_000014_014_texte.txt, CS_000020_020_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' hémisection,0.741,0.772,0.757,,,CN_000050_022_texte.txt,CS_000010_010_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hystérie traumatique,0.765,0.748,0.756,,,CN_000056_028_texte.txt, CN_000058_030_texte.txt, CN_000060_002_texte.txt,CO_000091_009_texte.txt, CS_000010_010_texte.txt, CS_000023_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psychose polynévritique,0.742,0.77,0.756,,,CN_000059_001_texte.txt, CN_000076_018_texte.txt,CS_000003_003_texte.txt, CS_000023_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
façon péremptoire,0.782,0.73,0.756,,,CN_000053_025_texte.txt, CN_000079_021_texte.txt,CO_000090_008_texte.txt, CS_000024_024_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
susceptibilité exagérée,0.757,0.754,0.756,,,CN_000034_006_texte.txt,CY_000098_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antécédent névropathique,0.756,0.756,0.756,,,CN_000031_003_texte.txt,CY_000098_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degré d' hypotonie,0.721,0.791,0.756,,,CN_000075_017_texte.txt,CS_000022_022_texte.txt, CS_000024_024_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zones d' hypoesthésie,0.737,0.776,0.756,,,CN_000075_017_texte.txt,CS_000008_008_texte.txt, CS_000016_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégé- nérescences secondaires,0.759,0.752,0.756,,,CN_000047_019_texte.txt,CS_000014_014_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
points d' émergence,0.761,0.751,0.756,,,CN_000073_015_texte.txt,CO_000088_006_texte.txt, CS_000021_021_texte.txt, CS_000023_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observations d' amyotrophie,0.767,0.744,0.756,oui,,CN_000049_021_texte.txt,CO_000091_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fait d' autopsie,0.724,0.788,0.756,,,CN_000081_001_texte.txt,CS_000005_005_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hallucinations terrifiantes,0.767,0.745,0.756,,,CN_000032_004_texte.txt, CN_000041_013_texte.txt, CN_000061_003_texte.txt, CN_000064_006_texte.txt, CN_000066_008_texte.txt, CN_000069_011_texte.txt, CN_000071_013_texte.txt, CN_000079_021_texte.txt, CN_000081_001_texte.txt,CO_000091_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
établissements de bienfaisance,0.727,0.785,0.756,,,CN_000044_016_texte.txt,CY_000114_020_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degré d' affaissement,0.71,0.802,0.756,,,CN_000049_021_texte.txt,CS_000006_006_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
élévation de température,0.762,0.75,0.756,,,CN_000061_003_texte.txt,CS_000006_006_texte.txt, CY_000111_017_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asiles de province,0.774,0.738,0.756,,,CN_000035_007_texte.txt, CN_000052_024_texte.txt, CN_000064_006_texte.txt, CN_000065_007_texte.txt, CN_000078_020_texte.txt, CN_000079_021_texte.txt,CY_000097_003_texte.txt, CY_000099_005_texte.txt, CY_000102_008_texte.txt, CY_000106_012_texte.txt, CY_000112_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incontinence d' urine,0.754,0.758,0.756,,,CN_000031_003_texte.txt, CN_000038_010_texte.txt, CN_000040_012_texte.txt, CN_000046_018_texte.txt, CN_000048_020_texte.txt, CN_000060_002_texte.txt, CN_000065_007_texte.txt, CN_000068_010_texte.txt, CN_000079_021_texte.txt,CO_000090_008_texte.txt, CO_000093_011_texte.txt, CS_000001_001_texte.txt, CS_000004_004_texte.txt, CS_000006_006_texte.txt, CS_000012_012_texte.txt, CS_000017_017_texte.txt, CS_000018_018_texte.txt, CS_000023_023_texte.txt, CS_000024_024_texte.txt, CS_000026_026_texte.txt, CY_000100_006_texte.txt, CY_000113_019_texte.txt, CY_000119_001_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcades alvéolaires,0.762,0.75,0.756,,,CN_000049_021_texte.txt,CS_000001_001_texte.txt, CS_000014_014_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amplitude des oscillations,0.754,0.756,0.755,,,CN_000029_001_texte.txt,CO_000090_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrés d' évolution,0.753,0.758,0.755,,,CN_000053_025_texte.txt,CS_000016_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilatation pupillaire,0.765,0.746,0.755,,,CN_000067_009_texte.txt,CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nom de paresthésie,0.747,0.763,0.755,,,CN_000029_001_texte.txt,CO_000093_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impossibilité d' exécution,0.75,0.76,0.755,,,CN_000044_016_texte.txt,CS_000019_019_texte.txt, CY_000102_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observation d' hémiplégie,0.769,0.742,0.755,,,CN_000036_008_texte.txt, CN_000066_008_texte.txt, CN_000076_018_texte.txt,CY_000099_005_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incertitude des mouvements,0.758,0.752,0.755,,,CN_000038_010_texte.txt, CN_000049_021_texte.txt,CS_000013_013_texte.txt, CS_000018_018_texte.txt, CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genèse des altérations,0.74,0.771,0.755,,,CN_000035_007_texte.txt, CN_000078_020_texte.txt,CS_000001_001_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cavités porencéphaliques,0.732,0.778,0.755,,,CN_000066_008_texte.txt,CS_000015_015_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hospitalisation des aliénés,0.736,0.774,0.755,,,CN_000054_026_texte.txt, CN_000060_002_texte.txt,CS_000016_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
possédées d' autrefois,0.737,0.771,0.754,,,CN_000035_007_texte.txt,CY_000098_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erreurs du passé,0.76,0.748,0.754,,,CN_000045_017_texte.txt,CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boyaux d' épithélium épendymaires,0.747,0.76,0.754,,,CN_000069_011_texte.txt,CY_000115_021_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hémi- plégie droite,0.71,0.799,0.754,,,CN_000065_007_texte.txt,CY_000108_014_texte.txt, CY_000117_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stigmates indélébiles,0.751,0.757,0.754,,,CL_000001_001_texte.txt,CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
différences d' intensité,0.749,0.758,0.754,,,CN_000033_005_texte.txt, CN_000042_014_texte.txt,CO_000088_006_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hérédité arthritique,0.763,0.745,0.754,,,CN_000051_023_texte.txt, CN_000064_006_texte.txt,CS_000009_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
médecins aliénistes,0.763,0.745,0.754,,,CN_000059_001_texte.txt, CN_000067_009_texte.txt,CY_000103_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
étude histologique,0.746,0.761,0.754,,,CN_000029_001_texte.txt, CN_000047_019_texte.txt, CN_000053_025_texte.txt,CS_000011_011_texte.txt, CS_000018_018_texte.txt, CS_000020_020_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hallucinations pénibles,0.76,0.749,0.754,,,CN_000029_001_texte.txt, CN_000032_004_texte.txt, CN_000034_006_texte.txt, CN_000055_027_texte.txt, CN_000061_003_texte.txt, CN_000063_005_texte.txt, CN_000073_015_texte.txt,CS_000016_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centimètre d' épaisseur,0.736,0.772,0.754,,,CN_000030_002_texte.txt,CS_000008_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suite d' insuccès,0.743,0.763,0.753,,,CN_000035_007_texte.txt,CY_000098_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epilepsie symptoma- tique,0.742,0.765,0.753,,,CN_000037_009_texte.txt,CY_000099_005_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automatisme ambulatoire,0.778,0.728,0.753,,,CN_000046_018_texte.txt, CN_000052_024_texte.txt, CN_000056_028_texte.txt,CS_000008_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
défauts d' articulation,0.759,0.748,0.753,,,CN_000079_021_texte.txt,CY_000113_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intoxication éthylique,0.761,0.745,0.753,,,CN_000066_008_texte.txt, CN_000079_021_texte.txt, CN_000080_022_texte.txt,CS_000023_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
étranglements annulaires,0.76,0.747,0.753,,,CN_000029_001_texte.txt, CN_000046_018_texte.txt,CO_000089_007_texte.txt, CY_000104_010_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causes de dégénérescence,0.746,0.76,0.753,,,CN_000081_001_texte.txt,CH_00000091_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flexions brusques,0.759,0.746,0.752,,,CN_000043_015_texte.txt,CS_000003_003_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altérations cellulaires,0.741,0.763,0.752,,,CN_000053_025_texte.txt, CN_000062_004_texte.txt, CN_000063_005_texte.txt, CN_000065_007_texte.txt, CN_000067_009_texte.txt,CS_000012_012_texte.txt, CS_000013_013_texte.txt, CS_000017_017_texte.txt, CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
éclampsie puerpérale,0.775,0.728,0.752,,,CN_000029_001_texte.txt,CY_000096_002_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symptômes d' imbé- cillité,0.739,0.766,0.752,,,CN_000034_006_texte.txt,CY_000098_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégé- nérescence,0.737,0.768,0.752,,,CN_000043_015_texte.txt, CN_000045_017_texte.txt, CN_000054_026_texte.txt, CN_000056_028_texte.txt, CN_000064_006_texte.txt, CN_000071_013_texte.txt,CO_000089_007_texte.txt, CS_000015_015_texte.txt, CS_000023_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
